Predicted_Value
228.95592181983156
134.9229078437166
127.85362525462153
45.15865400723959
24.018730870335673
248.75940894521833
107.8814537045333
191.48984407404345
186.49632694908712
319.42387635545674
80.01853036781043
86.32130726777515
199.08676899468236
176.64829290223852
100.40967122518859
98.94333048474485
53.85504853154609
144.3937212870873
73.47842970722954
139.4810899144845
207.43688112971273
136.43540222283804
151.29711304101556
157.2571158467722
157.16391192961916
119.2728485963444
91.52336057150788
91.89617624012007
240.81215405320427
183.3021144791118
292.01240013719587
231.93844716872908
225.10613098748354
283.423424644579
128.69722279663137
208.58852065225477
287.0172716669085
304.1778565953045
388.23840878881003
353.14947925032345
127.71526800873016
113.54512165916555
280.28446128741876
248.44975561935507
282.61455921624497
298.3707835027424
87.96929355489257
207.9585071810598
281.8199806508082
283.2180394081039
182.9671818664768
231.1470195455937
115.27299338869713
257.84444559800465
293.45940612270397
163.01047942348944
151.60325807181076
117.88871934917921
109.58279215472882
125.45721404074504
134.0019328444213
148.27634728337412
12.042833188834578
